Make,Model,Year, price ,Engine Type,Horsepower,Torque,Fuel Economy,Body Style,Transmission,Drivetrain,Safety Ratings
Nissan,CX-5,2013, 4427062 ,Petrol,372,380,15.4,Coupe,Automatic,FWD,3 stars
Volkswagen,Sportage,2019, 1781928 ,Hybrid,475,412,32.6,Hatchback,Automatic,RWD,4 stars
Mercedes-Benz,Accord,2015, 3922622 ,Hybrid,316,447,33,Sedan,Automatic,FWD,4 stars
Audi,X5,2020, 8804815 ,Hybrid,522,137,30.5,Convertible,CVT,FWD,4 stars
Mitsubishi,Cherokee,2022, 9610087 ,Petrol,309,382,22.7,Coupe,Automatic,RWD,5 stars
Subaru,Golf,2023, 2622877 ,Diesel,502,194,38.7,Convertible,Manual,RWD,4 stars
Mitsubishi,Outback,2016, 6077099 ,Petrol,123,465,33.2,Truck,Manual,FWD,5 stars
Jaguar,Golf,2018, 2438474 ,Petrol,347,365,28.7,Truck,Automatic,AWD,5 stars
Volkswagen,XF,2018, 9801636 ,Petrol,419,362,26.9,Sedan,Manual,FWD,5 stars
Volkswagen,Clio,2013, 8656739 ,Diesel,216,284,42.8,Truck,CVT,AWD,3 stars
Hyundai,Clio,2017, 1850081 ,Hybrid,551,544,45.4,Sedan,CVT,AWD,5 stars
Jaguar,A4,2022, 7294759 ,Diesel,594,104,16.1,Hatchback,Manual,RWD,3 stars
Volvo,Clio,2012, 627844 ,Petrol,527,570,22,Coupe,Automatic,FWD,3 stars
Mitsubishi,Sportage,2020, 5752338 ,Diesel,224,139,19.5,Hatchback,CVT,AWD,5 stars
Jeep,Accord,2023, 7846302 ,Diesel,508,566,20.4,Sedan,Automatic,FWD,4 stars
Kia,A4,2017, 4272301 ,Hybrid,199,541,25.4,Truck,CVT,AWD,4 stars
Renault,XC90,2013, 6070733 ,Electric,312,505,29,SUV,Manual,AWD,4 stars
Renault,Eclipse,2010, 1648883 ,Petrol,243,297,28.8,Hatchback,Manual,AWD,3 stars
Renault,Camaro,2020, 4966364 ,Diesel,271,429,34.2,Sedan,Manual,FWD,3 stars
Honda,Outback,2022, 2654349 ,Electric,387,542,48.9,Convertible,Manual,FWD,3 stars
Ford,Cherokee,2021, 6465047 ,Hybrid,478,524,35,Truck,Automatic,RWD,3 stars
Tesla,Accord,2023, 3693598 ,Petrol,503,412,39.3,Hatchback,Automatic,FWD,5 stars
Audi,XF,2014, 1503254 ,Electric,396,354,37,Coupe,CVT,AWD,5 stars
Mazda,Mustang,2013, 3070556 ,Hybrid,446,145,49.9,Convertible,CVT,AWD,4 stars
Renault,911,2015, 4469026 ,Diesel,258,135,48.8,Truck,Automatic,RWD,5 stars
Subaru,Clio,2019, 9997284 ,Diesel,599,212,16.3,Truck,CVT,FWD,3 stars
Audi,911,2012, 6590671 ,Petrol,331,271,47.8,Coupe,Manual,RWD,4 stars
Mitsubishi,Elantra,2020, 9671467 ,Hybrid,204,375,38.8,Sedan,Automatic,AWD,5 stars
Jaguar,Elantra,2019, 96724 ,Hybrid,174,225,30.7,SUV,Manual,RWD,4 stars
Hyundai,Altima,2015, 6070366 ,Hybrid,270,170,23.7,Convertible,Automatic,AWD,4 stars
Tesla,Elantra,2020, 5637207 ,Diesel,179,250,15.8,Sedan,Manual,RWD,5 stars
Volkswagen,Eclipse,2021, 2593138 ,Petrol,141,436,35.1,Hatchback,Manual,AWD,3 stars
Porsche,A4,2018, 2288925 ,Diesel,102,471,34,Coupe,Automatic,RWD,5 stars
Volvo,Cherokee,2013, 4741873 ,Diesel,551,195,18.2,Sedan,Manual,AWD,4 stars
Jeep,Clio,2018, 9651109 ,Petrol,120,514,41.9,Hatchback,Automatic,FWD,3 stars
Ford,Accord,2018, 3023368 ,Electric,552,491,37.5,Hatchback,Manual,FWD,4 stars
Ford,XC90,2016, 3485102 ,Hybrid,297,447,20.1,Coupe,Manual,RWD,4 stars
Mazda,X5,2014, 3128783 ,Hybrid,174,398,39.2,Hatchback,Manual,AWD,5 stars
Ford,Altima,2010, 978475 ,Electric,443,219,45.3,SUV,Manual,RWD,5 stars
Nissan,Altima,2010, 9966704 ,Electric,501,547,32.6,Truck,Automatic,FWD,3 stars
Kia,Camry,2014, 2623295 ,Petrol,452,569,23.5,Truck,Automatic,RWD,3 stars
BMW,Mustang,2013, 36164 ,Diesel,432,303,22.2,Convertible,CVT,RWD,3 stars
Volkswagen,Camry,2021, 5657071 ,Petrol,357,152,28.2,SUV,Automatic,FWD,3 stars
BMW,Golf,2018, 8501136 ,Diesel,208,176,27.8,Coupe,Manual,RWD,3 stars
Tesla,Eclipse,2016, 9858888 ,Electric,300,217,21.2,Hatchback,Automatic,FWD,5 stars
Renault,X5,2012, 1862624 ,Electric,248,399,41.3,Truck,Manual,FWD,4 stars
Mazda,A4,2015, 4139453 ,Electric,578,347,38,SUV,Manual,RWD,5 stars
Kia,911,2012, 7604356 ,Diesel,457,485,21.9,Hatchback,CVT,FWD,5 stars
Subaru,Camaro,2022, 1547278 ,Diesel,171,500,27.2,SUV,CVT,FWD,5 stars
Porsche,XF,2018, 8186597 ,Petrol,406,583,49.9,Truck,Manual,AWD,3 stars
Mercedes-Benz,XC90,2018, 2027961 ,Hybrid,547,441,21.9,Coupe,Automatic,RWD,3 stars
Chevrolet,Camry,2010, 1669252 ,Electric,272,525,19,Truck,Automatic,RWD,3 stars
Ford,A4,2023, 3695134 ,Electric,287,417,46.3,Truck,Manual,FWD,3 stars
Jaguar,Elantra,2016, 8056216 ,Diesel,402,321,17.8,Sedan,Automatic,FWD,4 stars
Volvo,Altima,2016, 5517486 ,Diesel,476,225,16.7,Sedan,CVT,AWD,5 stars
Nissan,C-Class,2021, 6755191 ,Petrol,206,329,49.8,SUV,Manual,AWD,5 stars
Volvo,Elantra,2019, 6385043 ,Hybrid,530,203,31.4,Sedan,Automatic,RWD,4 stars
Mercedes-Benz,CX-5,2018, 2684983 ,Diesel,333,180,49.8,Sedan,CVT,RWD,3 stars
Mazda,Camry,2011, 9986675 ,Petrol,491,213,20.2,SUV,Automatic,FWD,3 stars
Nissan,C-Class,2019, 6610859 ,Electric,374,406,20.8,Sedan,Automatic,AWD,5 stars
Ford,X5,2016, 4075374 ,Electric,524,390,16.6,Convertible,Manual,FWD,3 stars
Volkswagen,Outback,2018, 9283331 ,Diesel,320,530,15.9,Coupe,Automatic,FWD,4 stars
Honda,Golf,2016, 2998793 ,Electric,118,522,23,SUV,Manual,AWD,4 stars
Kia,Outback,2016, 5391495 ,Petrol,320,590,41.4,Hatchback,CVT,RWD,5 stars
Kia,C-Class,2022, 5096143 ,Petrol,526,434,21.1,SUV,Manual,FWD,4 stars
Porsche,A4,2017, 5851291 ,Electric,436,143,27.3,SUV,CVT,FWD,3 stars
Jaguar,Elantra,2010, 8393594 ,Electric,490,494,36.8,Truck,Manual,RWD,5 stars
Volvo,Altima,2019, 9276417 ,Diesel,596,493,31.4,SUV,CVT,AWD,5 stars
Porsche,911,2012, 8364061 ,Hybrid,147,199,21.4,Coupe,Automatic,FWD,3 stars
BMW,X5,2020, 8800702 ,Diesel,490,438,21.7,Coupe,Automatic,AWD,4 stars
Ford,A4,2014, 8744851 ,Hybrid,200,414,49.8,Convertible,Automatic,FWD,5 stars
Renault,Camaro,2022, 1869389 ,Electric,367,155,47.5,Coupe,CVT,AWD,5 stars
Ford,Camaro,2015, 5678695 ,Electric,342,147,49.7,Hatchback,CVT,FWD,5 stars
Jaguar,Eclipse,2013, 3007556 ,Hybrid,443,122,17.3,Convertible,Manual,FWD,4 stars
BMW,Outback,2023, 2334083 ,Hybrid,318,106,27.3,SUV,Manual,AWD,3 stars
Porsche,XF,2021, 7370052 ,Hybrid,242,464,22.9,Truck,Automatic,FWD,3 stars
Jaguar,Model 3,2023, 8122714 ,Electric,387,550,36.1,SUV,CVT,AWD,3 stars
Kia,C-Class,2016, 6202131 ,Diesel,211,451,33.1,Truck,Manual,AWD,5 stars
Volkswagen,Golf,2021, 990109 ,Petrol,500,220,26.7,Coupe,Automatic,AWD,4 stars
Jaguar,911,2010, 5030939 ,Electric,410,555,41.2,Sedan,Automatic,AWD,3 stars
Jeep,Golf,2015, 6969889 ,Hybrid,535,130,26.7,Coupe,CVT,FWD,3 stars
Kia,Elantra,2021, 3427042 ,Diesel,525,374,47.3,Sedan,Automatic,RWD,5 stars
Porsche,C-Class,2014, 7985718 ,Diesel,432,171,23.4,Sedan,Manual,FWD,5 stars
Nissan,XC90,2020, 9289704 ,Petrol,390,421,20.5,SUV,CVT,FWD,4 stars
BMW,Camaro,2015, 3084321 ,Electric,307,254,22.5,Coupe,CVT,FWD,3 stars
Tesla,Model 3,2017, 3006593 ,Diesel,473,585,34.6,Coupe,Manual,RWD,3 stars
Volkswagen,Model 3,2012, 6542661 ,Diesel,242,270,24.8,Sedan,CVT,AWD,4 stars
Mercedes-Benz,Mustang,2017, 363613 ,Electric,249,502,26.3,Convertible,Automatic,FWD,3 stars
Toyota,911,2015, 7989465 ,Electric,453,573,30.3,Coupe,CVT,AWD,3 stars
Renault,Camaro,2020, 1762833 ,Electric,278,552,44.3,Truck,Manual,AWD,3 stars
Renault,Eclipse,2012, 5104919 ,Hybrid,351,227,46,Coupe,CVT,RWD,4 stars
Kia,C-Class,2020, 2893302 ,Electric,179,173,22.9,Truck,CVT,RWD,5 stars
Porsche,Cherokee,2023, 7771636 ,Electric,576,439,27.8,Sedan,Automatic,AWD,5 stars
Subaru,Sportage,2014, 6562358 ,Electric,465,316,43.6,Sedan,CVT,FWD,4 stars
Subaru,Golf,2010, 7122455 ,Hybrid,206,421,23.1,Convertible,CVT,RWD,5 stars
Mitsubishi,Clio,2022, 8912158 ,Hybrid,576,467,46.8,Convertible,Manual,RWD,3 stars
Porsche,Altima,2010, 267813 ,Petrol,152,529,16.2,Hatchback,Automatic,FWD,5 stars
Mercedes-Benz,Clio,2019, 6624804 ,Electric,562,109,42.3,Convertible,CVT,AWD,5 stars
Kia,Eclipse,2018, 245303 ,Electric,590,230,42.8,Hatchback,Manual,FWD,4 stars
Kia,Eclipse,2013, 3681307 ,Electric,437,388,15.7,SUV,CVT,FWD,5 stars
Jeep,XC90,2023, 5622738 ,Electric,580,136,38.4,Hatchback,CVT,RWD,5 stars
Honda,Camry,2013, 8272337 ,Hybrid,246,523,32.3,Truck,Automatic,RWD,4 stars
Honda,X5,2022, 2549622 ,Diesel,405,134,41.6,Coupe,CVT,AWD,5 stars
Volvo,C-Class,2020, 3925438 ,Petrol,356,244,31.1,Convertible,Automatic,AWD,3 stars
Mercedes-Benz,Sportage,2014, 3523825 ,Petrol,402,483,34.2,Hatchback,Manual,FWD,5 stars
Mitsubishi,911,2016, 5084633 ,Electric,292,384,45.7,Hatchback,Manual,RWD,3 stars
Toyota,C-Class,2017, 6669467 ,Hybrid,357,226,42.6,SUV,Manual,AWD,3 stars
Chevrolet,Clio,2017, 695789 ,Hybrid,139,587,42.8,Sedan,CVT,RWD,5 stars
Mitsubishi,Accord,2022, 6564458 ,Hybrid,227,485,22.6,SUV,Manual,FWD,3 stars
Mercedes-Benz,A4,2010, 8564975 ,Diesel,147,266,39.6,Sedan,Automatic,AWD,3 stars
Volkswagen,Eclipse,2022, 7743186 ,Hybrid,488,270,33.4,Coupe,CVT,AWD,5 stars
Tesla,Mustang,2019, 4366632 ,Petrol,219,578,46.6,Truck,CVT,AWD,3 stars
Renault,Mustang,2021, 8232693 ,Diesel,497,553,20,Convertible,Manual,RWD,4 stars
Renault,XC90,2014, 6631108 ,Hybrid,297,553,39,Convertible,CVT,AWD,4 stars
Subaru,Altima,2012, 3477406 ,Diesel,243,130,24.6,Truck,Automatic,RWD,4 stars
Hyundai,XF,2017, 5715247 ,Hybrid,439,353,44.3,Sedan,Manual,AWD,5 stars
Hyundai,Mustang,2021, 4716168 ,Hybrid,575,371,48.5,SUV,Automatic,FWD,3 stars
Volkswagen,Altima,2016, 2879991 ,Diesel,428,128,20.1,Sedan,Automatic,RWD,4 stars
Audi,Mustang,2011, 8842878 ,Diesel,381,384,36,Convertible,Manual,AWD,3 stars
Honda,XF,2018, 7641631 ,Petrol,264,451,37.7,Convertible,CVT,FWD,4 stars
Subaru,Accord,2019, 4330542 ,Hybrid,485,460,17.1,Convertible,Manual,FWD,3 stars
Honda,Golf,2011, 6688591 ,Diesel,334,420,45.7,SUV,Automatic,RWD,5 stars
Porsche,Camry,2011, 8087021 ,Diesel,418,177,18.6,Sedan,CVT,AWD,5 stars
Mitsubishi,Sportage,2010, 4690993 ,Diesel,214,242,32.6,Coupe,Manual,RWD,5 stars
Renault,CX-5,2011, 5149344 ,Hybrid,388,216,26.9,Hatchback,Manual,AWD,5 stars
BMW,Camaro,2010, 6485704 ,Petrol,375,296,17.3,SUV,Manual,FWD,3 stars
Renault,Golf,2022, 4130233 ,Electric,334,255,17.8,Convertible,Manual,RWD,5 stars
Jeep,Elantra,2012, 4899665 ,Petrol,344,532,44.3,Convertible,Automatic,RWD,3 stars
Hyundai,Mustang,2017, 7604471 ,Electric,296,427,42,Hatchback,Manual,AWD,4 stars
Nissan,A4,2012, 6548738 ,Hybrid,576,470,22.5,Coupe,CVT,FWD,5 stars
Nissan,Clio,2016, 3960221 ,Diesel,199,518,46.1,Truck,Automatic,RWD,3 stars
Toyota,Camaro,2021, 3081893 ,Hybrid,202,409,43.2,SUV,CVT,RWD,4 stars
Kia,X5,2017, 8298354 ,Hybrid,350,204,22.3,Truck,Automatic,RWD,3 stars
Mercedes-Benz,CX-5,2010, 2627055 ,Hybrid,501,100,15.3,Hatchback,Manual,RWD,5 stars
Subaru,A4,2013, 6175983 ,Electric,107,511,40.5,Coupe,CVT,FWD,5 stars
Audi,A4,2012, 8352457 ,Diesel,295,341,23.4,Sedan,Manual,AWD,4 stars
Renault,Outback,2010, 660401 ,Petrol,137,410,15.5,Sedan,Manual,AWD,3 stars
Hyundai,CX-5,2011, 5750081 ,Diesel,474,563,47.5,Coupe,Manual,FWD,3 stars
Audi,Accord,2021, 2593388 ,Electric,298,272,38.8,Truck,CVT,FWD,5 stars
Hyundai,Cherokee,2013, 3378236 ,Diesel,114,170,21.1,Convertible,Automatic,RWD,3 stars
Renault,A4,2013, 28725 ,Petrol,347,591,30.3,Coupe,Automatic,FWD,3 stars
Volvo,911,2010, 399341 ,Electric,150,324,33.7,Sedan,CVT,RWD,3 stars
Mitsubishi,XF,2019, 4510007 ,Petrol,464,443,45.5,Hatchback,CVT,FWD,4 stars
Mazda,XF,2013, 5817485 ,Diesel,341,285,26.9,Truck,CVT,RWD,4 stars
Volkswagen,A4,2014, 6467894 ,Electric,564,203,18.8,Hatchback,CVT,AWD,5 stars
Honda,911,2013, 1793799 ,Diesel,129,359,50,SUV,Manual,FWD,5 stars
Hyundai,A4,2010, 9637285 ,Diesel,324,290,28.2,Hatchback,Manual,RWD,5 stars
Ford,Sportage,2014, 5661383 ,Electric,265,395,42.9,Convertible,CVT,RWD,3 stars
Mitsubishi,Eclipse,2014, 5369549 ,Electric,230,211,39.4,Convertible,CVT,FWD,5 stars
Audi,911,2015, 1708073 ,Diesel,236,593,49.1,SUV,Manual,AWD,3 stars
Volkswagen,Clio,2020, 2202044 ,Diesel,135,367,46.8,SUV,Manual,AWD,5 stars
Tesla,XC90,2021, 7483939 ,Electric,531,491,40.7,Coupe,Automatic,FWD,3 stars
Hyundai,Sportage,2018, 6476594 ,Hybrid,132,552,31.5,SUV,Manual,FWD,5 stars
Volvo,Outback,2019, 5502301 ,Diesel,241,222,33.4,Sedan,Automatic,FWD,4 stars
Nissan,Accord,2017, 7185277 ,Electric,313,418,24.7,Sedan,Manual,RWD,3 stars
Jaguar,Outback,2023, 4812143 ,Petrol,325,227,31.2,Coupe,Manual,RWD,5 stars
Subaru,Eclipse,2010, 9036321 ,Hybrid,473,352,35.1,Truck,Automatic,FWD,3 stars
Mitsubishi,XC90,2015, 4145144 ,Electric,250,210,48.3,Truck,CVT,AWD,4 stars
Nissan,Clio,2020, 7291188 ,Electric,315,493,18.4,Truck,Automatic,RWD,5 stars
Hyundai,Accord,2021, 8260736 ,Diesel,269,278,27.6,Coupe,Manual,FWD,5 stars
Hyundai,911,2013, 3931518 ,Electric,521,152,20.6,Truck,Manual,AWD,3 stars
Kia,Accord,2022, 7687114 ,Hybrid,101,299,28.8,SUV,Manual,AWD,3 stars
Volkswagen,C-Class,2012, 7255252 ,Electric,386,403,19.8,Coupe,Manual,RWD,3 stars
Subaru,Golf,2011, 4520835 ,Petrol,217,179,29.9,Hatchback,CVT,AWD,4 stars
Mercedes-Benz,Cherokee,2018, 7294877 ,Diesel,529,449,28.2,Sedan,Automatic,RWD,4 stars
Kia,Clio,2012, 6924306 ,Hybrid,448,504,24.8,Hatchback,CVT,RWD,4 stars
Chevrolet,Cherokee,2019, 4597628 ,Hybrid,127,263,38,Sedan,CVT,RWD,4 stars
Kia,Accord,2018, 22377 ,Petrol,528,352,34.9,Coupe,Manual,AWD,4 stars
Volvo,XC90,2023, 6160309 ,Diesel,159,404,16,Truck,Automatic,FWD,5 stars
Volvo,Sportage,2015, 3363487 ,Petrol,395,530,36.8,Convertible,CVT,RWD,5 stars
Volvo,Accord,2012, 8211847 ,Diesel,303,409,45.6,Convertible,Automatic,AWD,4 stars
Chevrolet,Golf,2022, 3036817 ,Petrol,297,534,35.1,Hatchback,Automatic,FWD,5 stars
Chevrolet,Camry,2022, 3898466 ,Diesel,233,325,33.4,Truck,Manual,AWD,4 stars
Jaguar,Sportage,2010, 5502595 ,Electric,413,166,48.2,Hatchback,Automatic,FWD,3 stars
Kia,A4,2011, 8379541 ,Diesel,212,521,29.7,Truck,Manual,AWD,3 stars
Audi,Mustang,2010, 7321072 ,Electric,306,144,23,Coupe,Manual,AWD,4 stars
Hyundai,A4,2020, 4084413 ,Hybrid,125,324,29.3,Convertible,Automatic,FWD,3 stars
Subaru,Mustang,2012, 912862 ,Hybrid,213,569,29.2,Sedan,Manual,FWD,3 stars
Renault,Clio,2022, 7859576 ,Hybrid,531,163,37.4,Convertible,CVT,RWD,4 stars
BMW,CX-5,2014, 6801166 ,Hybrid,418,231,25.8,Sedan,CVT,RWD,4 stars
Mazda,Elantra,2012, 2402389 ,Electric,419,259,39.4,SUV,CVT,FWD,3 stars
Honda,Altima,2015, 4638283 ,Petrol,360,522,27.5,Truck,CVT,AWD,4 stars
Subaru,CX-5,2016, 847967 ,Electric,312,155,32.1,SUV,CVT,RWD,4 stars
Renault,Cherokee,2019, 5996774 ,Hybrid,336,207,21.5,Convertible,Automatic,AWD,3 stars
Jeep,Accord,2019, 9181169 ,Hybrid,290,395,46.2,Truck,Automatic,FWD,3 stars
Honda,Sportage,2015, 4188118 ,Hybrid,402,293,27,Coupe,Automatic,RWD,5 stars
Chevrolet,Model 3,2017, 3732525 ,Petrol,557,503,17.7,Convertible,CVT,RWD,3 stars
Honda,Elantra,2022, 1600585 ,Petrol,496,444,21.9,Sedan,CVT,FWD,4 stars
BMW,Sportage,2020, 4262871 ,Diesel,180,227,27.4,Coupe,CVT,AWD,3 stars
Ford,Sportage,2011, 5630059 ,Hybrid,421,503,17.8,Truck,Automatic,RWD,3 stars
Hyundai,XC90,2011, 6754109 ,Hybrid,399,241,42.4,Sedan,CVT,FWD,5 stars
Tesla,Camaro,2021, 6387013 ,Electric,588,286,17.1,Convertible,CVT,FWD,5 stars
Chevrolet,A4,2011, 6096689 ,Petrol,110,176,21.1,SUV,Automatic,AWD,4 stars
Porsche,Outback,2013, 650411 ,Petrol,483,176,33.8,SUV,CVT,AWD,4 stars
Audi,Cherokee,2023, 3007227 ,Electric,268,540,37.4,Convertible,CVT,RWD,5 stars
Tesla,X5,2013, 7106467 ,Petrol,155,401,49.2,Truck,Automatic,FWD,3 stars
Volvo,Clio,2015, 1875476 ,Diesel,130,142,44.8,SUV,Automatic,AWD,3 stars
Chevrolet,Camry,2016, 6658418 ,Diesel,106,400,19.3,SUV,Automatic,RWD,5 stars
Chevrolet,X5,2021, 3696936 ,Electric,285,408,39.4,Convertible,Automatic,AWD,5 stars
Subaru,A4,2013, 6201968 ,Diesel,332,408,25.3,SUV,Manual,AWD,5 stars
Subaru,Model 3,2022, 2996487 ,Hybrid,590,139,48.1,Coupe,CVT,RWD,5 stars
Porsche,Outback,2013, 2810498 ,Diesel,249,392,28.6,Truck,Manual,RWD,4 stars
Kia,Model 3,2022, 9948965 ,Petrol,360,535,23.5,Coupe,Automatic,RWD,3 stars
Mazda,CX-5,2015, 780873 ,Hybrid,412,196,15.8,Coupe,Manual,RWD,4 stars
Mercedes-Benz,Cherokee,2021, 6820753 ,Electric,396,474,19.4,SUV,CVT,AWD,4 stars
Jeep,Golf,2013, 7312848 ,Diesel,533,196,36.3,Convertible,CVT,FWD,4 stars
Tesla,X5,2012, 1961486 ,Petrol,160,255,19.2,Coupe,CVT,FWD,5 stars
Renault,C-Class,2021, 7845687 ,Electric,487,321,44,Truck,CVT,FWD,4 stars
Mercedes-Benz,Clio,2021, 6928369 ,Electric,401,419,41.1,Convertible,CVT,RWD,4 stars
Mitsubishi,XF,2011, 7836827 ,Electric,275,307,27.8,Convertible,Manual,AWD,3 stars
Mercedes-Benz,C-Class,2014, 5123119 ,Electric,442,487,48.8,Truck,Automatic,FWD,3 stars
Nissan,Mustang,2010, 7504984 ,Petrol,577,453,21,SUV,Manual,AWD,5 stars
Hyundai,Clio,2011, 9911083 ,Electric,306,441,17.6,Convertible,Automatic,AWD,3 stars
Subaru,Mustang,2017, 4592293 ,Petrol,393,312,20.7,Convertible,CVT,AWD,5 stars
Renault,Camry,2016, 6980296 ,Electric,463,482,27.3,SUV,Manual,RWD,5 stars
Mazda,C-Class,2010, 82146 ,Petrol,186,248,39.3,SUV,CVT,FWD,4 stars
Audi,Golf,2014, 5186716 ,Electric,390,393,47.3,Sedan,Manual,AWD,3 stars
Chevrolet,Model 3,2018, 9178488 ,Petrol,368,521,43,Hatchback,Manual,FWD,4 stars
Porsche,C-Class,2023, 9324243 ,Hybrid,276,179,30.8,Sedan,Manual,FWD,4 stars
Audi,Altima,2017, 5777423 ,Electric,419,444,23.4,Convertible,Manual,FWD,5 stars
Toyota,Model 3,2016, 6188306 ,Electric,231,431,49.9,Truck,CVT,FWD,4 stars
Chevrolet,Altima,2018, 3786811 ,Diesel,487,308,41.6,Sedan,CVT,RWD,3 stars
Toyota,Model 3,2010, 5513899 ,Electric,189,516,31.8,Sedan,Automatic,FWD,3 stars
Nissan,Altima,2023, 6727405 ,Diesel,345,515,18.5,Hatchback,Automatic,AWD,3 stars
Renault,CX-5,2013, 1781338 ,Petrol,570,238,32,Coupe,CVT,RWD,5 stars
Mercedes-Benz,Eclipse,2022, 6693663 ,Petrol,487,131,31.9,Truck,CVT,AWD,3 stars
Ford,Altima,2010, 8679626 ,Diesel,599,231,48.4,SUV,CVT,FWD,3 stars
Hyundai,A4,2021, 670891 ,Hybrid,183,383,26.3,Coupe,Manual,AWD,3 stars
Mercedes-Benz,Mustang,2023, 2530262 ,Hybrid,146,463,46.3,SUV,Automatic,AWD,5 stars
Mitsubishi,CX-5,2017, 8095224 ,Hybrid,524,552,40.3,Truck,Automatic,AWD,3 stars
BMW,XC90,2019, 6944608 ,Diesel,571,120,44.4,Truck,Manual,AWD,4 stars
Volvo,Model 3,2018, 8457309 ,Electric,251,403,21.1,Truck,Automatic,AWD,3 stars
Chevrolet,911,2010, 8560229 ,Electric,151,418,32,Sedan,CVT,AWD,5 stars
BMW,Altima,2012, 627216 ,Electric,596,543,19.6,Sedan,Automatic,FWD,5 stars
Subaru,Sportage,2013, 8636846 ,Diesel,378,561,47.6,Truck,CVT,FWD,4 stars
Hyundai,XC90,2017, 6873386 ,Hybrid,404,346,36.1,Sedan,CVT,RWD,5 stars
Kia,Accord,2012, 7366615 ,Petrol,515,339,33.9,Sedan,Automatic,AWD,3 stars
Honda,A4,2015, 8846354 ,Petrol,105,460,23.7,Sedan,Automatic,FWD,3 stars
Kia,Accord,2021, 3157438 ,Diesel,410,250,16.9,SUV,CVT,AWD,5 stars
Volvo,Model 3,2017, 2090767 ,Electric,226,153,49.6,SUV,CVT,RWD,3 stars
Volkswagen,Accord,2020, 5313145 ,Diesel,590,272,18.2,Convertible,Automatic,AWD,3 stars
Tesla,Sportage,2013, 3445975 ,Diesel,550,488,27.5,Convertible,Automatic,AWD,5 stars
Volkswagen,Mustang,2016, 3708959 ,Petrol,184,365,29.2,Hatchback,Automatic,FWD,4 stars
Nissan,CX-5,2014, 361482 ,Electric,527,561,45.9,Truck,Manual,AWD,5 stars
Chevrolet,XC90,2013, 4407612 ,Diesel,486,578,39.7,Convertible,CVT,FWD,5 stars
Jeep,X5,2023, 9777323 ,Petrol,292,209,19.2,Convertible,Automatic,RWD,5 stars
Nissan,Elantra,2012, 6947071 ,Diesel,496,180,41.1,Sedan,Automatic,AWD,3 stars
Mitsubishi,XC90,2017, 1734975 ,Diesel,352,430,38.9,Sedan,Manual,AWD,3 stars
Toyota,Clio,2021, 6258209 ,Hybrid,285,310,19.6,Sedan,Manual,RWD,3 stars
Volkswagen,911,2013, 3131862 ,Electric,538,499,41.8,SUV,CVT,AWD,4 stars
Hyundai,Clio,2016, 9522984 ,Hybrid,387,596,46.4,Hatchback,Automatic,AWD,4 stars
Porsche,Outback,2020, 5339269 ,Diesel,597,130,16.2,Truck,Manual,RWD,5 stars
Renault,Eclipse,2011, 7077905 ,Hybrid,295,419,36,SUV,CVT,FWD,4 stars
Volkswagen,911,2019, 9789079 ,Diesel,253,218,30.3,Convertible,Automatic,RWD,3 stars
Nissan,Eclipse,2017, 5666715 ,Hybrid,435,530,21,Truck,CVT,RWD,4 stars
Jeep,C-Class,2017, 3899915 ,Petrol,503,385,16.7,Convertible,Automatic,RWD,3 stars
Mazda,Camaro,2014, 187584 ,Hybrid,426,279,36.9,Coupe,Manual,FWD,3 stars
Chevrolet,Golf,2023, 9028417 ,Hybrid,326,184,26,SUV,Manual,AWD,4 stars
Audi,Clio,2010, 9224258 ,Hybrid,275,598,42,Convertible,Manual,RWD,5 stars
Jeep,C-Class,2015, 2957699 ,Electric,163,135,47.6,SUV,Automatic,AWD,4 stars
Honda,Outback,2016, 9023693 ,Electric,327,128,26.5,Convertible,Automatic,AWD,4 stars
Honda,Elantra,2022, 4165238 ,Petrol,524,170,19.2,Truck,CVT,FWD,4 stars
Tesla,Eclipse,2014, 6041789 ,Petrol,194,208,17.9,Hatchback,Manual,FWD,4 stars
Mazda,Accord,2015, 4069987 ,Diesel,572,353,33.3,Truck,Automatic,RWD,5 stars
Honda,Accord,2013, 2231515 ,Petrol,483,246,44.4,Hatchback,Automatic,FWD,5 stars
BMW,Cherokee,2010, 8330199 ,Hybrid,368,278,46.1,Sedan,Manual,RWD,4 stars
Chevrolet,A4,2012, 8500858 ,Hybrid,114,358,39.8,Sedan,Manual,FWD,3 stars
Porsche,XC90,2016, 571823 ,Electric,322,523,42.7,Convertible,CVT,FWD,3 stars
Honda,XF,2012, 8474122 ,Diesel,520,251,37.5,Truck,Automatic,FWD,5 stars
Hyundai,XF,2015, 8351978 ,Hybrid,494,381,27.2,Convertible,CVT,AWD,3 stars
Volkswagen,Sportage,2019, 6154816 ,Diesel,452,425,24.1,Coupe,Automatic,AWD,4 stars
Renault,Clio,2017, 9335675 ,Hybrid,356,584,25.6,Truck,Automatic,RWD,4 stars
Nissan,Cherokee,2015, 6686195 ,Hybrid,177,186,46.5,Coupe,CVT,AWD,3 stars
Kia,Camaro,2019, 4765853 ,Petrol,155,278,22.7,Convertible,Manual,AWD,4 stars
Ford,A4,2017, 9814302 ,Electric,399,403,39.2,Coupe,CVT,FWD,3 stars
Renault,C-Class,2010, 6658542 ,Diesel,224,446,42.9,Truck,Automatic,FWD,3 stars
